ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN INFORMATICA;3;3;2;1;3;123
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;3;Si;Si;Pensionado;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;DISE袿 INDUSTRIAL;2;3;3;3;2;145
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;ARQUITECTURA;2;2;2;3;3;149
M;Area Rural;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Ninguno;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;2;3;3;3;2;157
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) completa;2;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ARQUITECTURA;3;3;3;3;3;190
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;MEDICINA;3;3;2;3;3;159
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;3;Si;Si;Es agricultor, pesquero o jornalero;Es vendedor o trabaja en atencion al publico;0;LICENCIATURA EN ARTES VISUALES;2;2;2;3;2;131
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;SOCIOLOGIA;3;3;3;3;3;169
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;LICENCIATURA EN MUSICA;2;2;2;2;3;135
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;INGENIERIA DE SISTEMAS;3;3;3;3;2;164
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;Si;;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;MEDICINA;3;3;3;2;2;160
F;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;2;2;2;2;134
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;3;3;3;3;3;188
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Primaria incompleta;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN INFORMATICA;3;3;3;2;2;156
M;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;3;3;3;3;3;184
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Postgrado;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;MEDICINA VETERINARIA;3;3;3;3;2;166
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;INGENIERIA AGROFORESTAL;3;3;3;3;3;172
F;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Ninguno;Secundaria (Bachillerato) completa;1;No;No;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;LICENCIATURA  EN INGLES Y FRANCES;3;3;3;3;3;188
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA AMBIENTAL;3;3;3;3;2;162
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;Si;No realiza ninguna prueba de preparacion;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Mas de 30 horas;LICENCIATURA EN INFORMATICA;3;3;2;2;2;147
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria completa;1;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN FILOSOFIA Y LETRAS;2;2;2;2;2;108
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;3;3;3;3;2;169
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;CONTADURIA PUBLICA;3;3;2;2;2;132
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;DERECHO;3;3;2;2;3;147
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;2;Si;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;LICENCIATURA  EN INGLES Y FRANCES;3;3;3;3;3;187
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;1;Si;Si;Es vendedor o trabaja en atencion al publico;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;INGENIERIA AGRONOMICA;2;2;2;2;2;128
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria completa;Primaria incompleta;2;Si;Si;;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA DE SISTEMAS;3;2;3;3;2;149
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 21 y 30 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;3;3;2;3;162
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;No;Si;Repasa por cuenta propia;Postgrado;Tecnica o tecnologica incompleta;2;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;PSICOLOGIA;3;3;3;2;2;162
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 11 y 20 horas;FISICA;3;3;2;3;3;167
M;Area Rural;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;INGENIERIA DE SISTEMAS;2;2;2;2;2;116
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Ninguno;1;Si;Si;Ninguno;Ninguno;Entre 21 y 30 horas;LICENCIATURA EN ARTES VISUALES;2;2;2;2;3;129
M;Cabecera Municipal;Menos de 500 mil;No;No;No;No;Repasa por cuenta propia;Primaria completa;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;LICENCIATURA EN LENGUA CASTELLANA Y LITERATURA;2;2;3;2;2;123
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Postgrado;Secundaria (Bachillerato) completa;3;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA DE SISTEMAS;3;3;3;3;2;170
M;Area Rural;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;BIOLOGIA;3;3;3;3;2;161
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;3;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;INGENIERIA DE SISTEMAS;3;3;3;3;3;185
F;Area Rural;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;;;;;;;;;INGENIERIA AGROINDUSTRIAL;3;3;2;1;2;102
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Secundaria (Bachillerato) incompleta;1;Si;Si;Ninguno;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;ARTES VISUALES;3;2;2;2;2;138
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;3;Si;Si;;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;INGENIERIA CIVIL;3;3;3;3;2;176
F;Area Rural;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DERECHO;2;2;3;2;2;136
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional incompleta;2;Si;Si;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;MEDICINA;3;3;3;3;2;163
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Tecnica o tecnologica incompleta;4;Si;Si;Es vendedor o trabaja en atencion al publico;Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;SOCIOLOGIA;3;3;3;3;3;192
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Primaria incompleta;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROINDUSTRIAL;3;3;3;3;3;174
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;2;Si;Si;Pensionado;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA EN PRODUCCION ACUICOLA;3;3;2;3;3;162
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;INGENIERIA AMBIENTAL;3;3;3;3;3;187
M;Area Rural;Menos de 500 mil;Si;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;;INGENIERIA AMBIENTAL;3;2;2;2;3;135
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;SOCIOLOGIA;2;3;2;2;3;146
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Entre 21 y 30 horas;LICENCIATURA  EN INGLES Y FRANCES;2;3;3;3;3;171
F;Cabecera Municipal;Entre 2.5 millones y menos de 4 millones;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;4;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;DISE袿 GRAFICO;3;3;3;3;3;176
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Educacion profesional completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;DERECHO;3;3;3;2;2;153
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;3;2;3;2;2;147
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;3;2;2;3;2;152
M;Area Rural;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA AGROFORESTAL;3;2;3;3;2;142
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;3;No;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;CONTADURIA PUBLICA;3;3;2;2;2;148
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;;0;DERECHO;3;3;3;3;3;181
F;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Mas de 30 horas;INGENIERIA AGROINDUSTRIAL;2;3;2;2;3;147
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;MEDICINA;3;3;3;3;3;191
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Educacion profesional completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;3;3;3;3;3;172
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;3;2;3;2;3;153
F;Cabecera Municipal;Entre 2.5 millones y menos de 4 millones;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;5;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;DERECHO;3;3;3;3;3;191
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;LICENCIATURA EN ESPA袿L E INGLES;3;4;3;3;2;191
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Postgrado;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;MEDICINA VETERINARIA;3;2;2;2;3;146
F;Area Rural;Menos de 500 mil;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Ninguno;Tecnica o tecnologica completa;1;Si;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;COMERCIO INTERNACIONAL;2;2;2;3;2;129
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;3;3;3;3;3;177
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Primaria incompleta;2;Si;Si;;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Menos de 10 horas;INGENIERIA AGROINDUSTRIAL;3;3;3;3;3;182
F;Cabecera Municipal;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;BIOLOGIA;3;3;3;3;2;188
F;Area Rural;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;LICENCIATURA EN INFORMATICA;3;2;2;2;2;139
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);;Entre 21 y 30 horas;LICENCIATURA EN INFORMATICA;2;3;3;3;2;159
F;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;ECONOMIA;3;3;3;2;2;147
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica completa;1;;No;Es vendedor o trabaja en atencion al publico;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA AGROFORESTAL;2;2;2;2;2;113
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;;;;;;;;INGENIERIA DE SISTEMAS;3;2;2;2;3;142
M;Cabecera Municipal;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;LICENCIATURA EN ESPA袿L E INGLES;2;2;3;3;3;159
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Primaria incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;Entre 21 y 30 horas;ZOOTECNIA;3;3;3;3;2;157
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;2;3;3;2;2;146
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Ninguno;Postgrado;1;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;3;3;3;3;2;163
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AGROINDUSTRIAL;2;2;2;2;2;122
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Postgrado;3;Si;Si;;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA AMBIENTAL;3;3;3;3;3;185
M;Area Rural;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA AMBIENTAL;3;2;3;3;2;159
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Secundaria (Bachillerato) incompleta;2;Si;Si;;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROFORESTAL;3;3;3;3;2;159
M;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA DE SISTEMAS;2;2;2;2;3;144
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA AGROINDUSTRIAL;2;3;3;2;2;149
M;Area Rural;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria incompleta;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;LICENCIATURA EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL;3;2;2;2;3;135
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja por cuenta propia (por ejemplo plomero, electricista);Entre 11 y 20 horas;LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES;3;2;3;3;3;170
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Tecnica o tecnologica incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA DE SISTEMAS;3;2;3;3;3;169
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;;Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;LICENCIATURA  EN INGLES Y FRANCES;3;3;3;3;2;167
M;Area Rural;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;;Secundaria (Bachillerato) incompleta;1;No;Si;Ninguno;Trabaja como personal de limpieza, mantenimiento, seguridad o construcci贸n;0;ARTES VISUALES;2;3;2;2;2;127
