ESTU_GENERO;ESTU_AREARESIDE;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_VIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;ESTU_PRGM_ACADEMICO;MOD_RAZONA_CUANTITAT_PUNT;MOD_LECTURA_CRITICA_PUNT;MOD_COMPETEN_CIUDADA_PUNT;MOD_INGLES_PUNT;MOD_COMUNI_ESCRITA_PUNT;PUNT_GLOBAL
M;;;;;;;;;;;;;;;;INGENIERIA CIVIL;228;167;159;168;144;173
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;138;147;148;137;113;137
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Postgrado;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;INGENIERIA CIVIL;141;128;155;114;130;134
M;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Toma un curso de preparacion;Tecnica o tecnologica incompleta;Tecnica o tecnologica incompleta;1;;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;INGENIERIA CIVIL;169;139;131;148;163;150
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;300;182;116;172;175;189
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;210;222;216;193;139;196
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;166;213;140;171;145;167
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;No;Pensionado;Pensionado;Menos de 10 horas;INGENIERIA CIVIL;204;124;174;141;125;154
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria completa;Primaria completa;2;Si;No;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;INGENIERIA CIVIL;214;121;174;203;130;168
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Repasa por cuenta propia;Educacion profesional completa;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;199;162;169;164;153;169
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional incompleta;Primaria completa;4;Si;Si;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Mas de 30 horas;INGENIERIA CIVIL;129;129;125;163;120;133
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Repasa por cuenta propia;;;;;;;;;INGENIERIA CIVIL;187;194;133;138;137;158
M;Area Rural;Menos de 500 mil;Si;Si;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;155;115;96;113;134;123
M;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;205;175;168;149;156;171
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;No;Si;Es agricultor, pesquero o jornalero;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;INGENIERIA CIVIL;217;193;88;187;117;160
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Primaria incompleta;1;No;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;180;151;167;107;132;147
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;INGENIERIA CIVIL;181;156;132;86;140;139
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;;;;;;;;;INGENIERIA CIVIL;227;212;110;192;161;180
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA CIVIL;195;193;178;184;169;184
M;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;220;180;123;176;157;171
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Tecnica o tecnologica completa;1;No;Si;Es agricultor, pesquero o jornalero;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;INGENIERIA CIVIL;199;139;154;160;192;169
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Toma un curso de preparacion;Primaria completa;Primaria completa;1;No;Si;Ninguno;Ninguno;Mas de 30 horas;INGENIERIA CIVIL;196;171;139;152;169;165
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;218;181;183;175;120;175
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;1;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;158;147;132;138;180;151
F;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Primaria completa;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;INGENIERIA CIVIL;234;198;206;175;174;197
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;219;169;188;196;190;192
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Primaria completa;Secundaria (Bachillerato) incompleta;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;184;135;101;168;134;144
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;3;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Entre 11 y 20 horas;INGENIERIA CIVIL;212;147;97;146;179;156
M;Area Rural;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Ninguno;1;No;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;INGENIERIA CIVIL;199;185;167;163;115;166
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;157;113;148;129;154;140
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Educacion profesional completa;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Mas de 30 horas;INGENIERIA CIVIL;223;164;162;197;0;149
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;203;194;169;168;136;174
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;INGENIERIA CIVIL;157;104;157;130;98;129
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Primaria completa;1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;INGENIERIA CIVIL;206;197;164;132;123;164
M;Cabecera Municipal;Menos de 500 mil;Si;Si;No;No;Repasa por cuenta propia;;;;;;;;;INGENIERIA CIVIL;202;150;146;146;193;167
F;Cabecera Municipal;Menos de 500 mil;No;Si;No;Si;Toma un curso de preparacion;;;;;;;;;INGENIERIA CIVIL;179;182;197;167;188;183
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;Si;No;Si;No;Repasa por cuenta propia;Ninguno;Tecnica o tecnologica completa;3;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);0;INGENIERIA CIVIL;229;195;233;192;138;197
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Educacion profesional completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Mas de 30 horas;INGENIERIA CIVIL;169;110;89;130;145;129
M;Area Rural;Menos de 500 mil;No;Si;No;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;1;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;INGENIERIA CIVIL;165;122;110;137;122;131
M;Area Rural;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;0;INGENIERIA CIVIL;222;171;182;144;148;173
M;;;;;;;;;;;;;;;;INGENIERIA CIVIL;191;138;150;141;149;154
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Toma un curso de preparacion;Postgrado;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;INGENIERIA CIVIL;207;185;215;190;164;192
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Postgrado;Tecnica o tecnologica completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;193;163;100;188;114;152
M;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Primaria incompleta;Primaria incompleta;1;No;No;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;144;137;92;119;87;116
M;Area Rural;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;DISE袿 INDUSTRIAL;156;138;136;159;186;155
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;119;147;112;133;138;130
F;Area Rural;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Postgrado;Tecnica o tecnologica completa;2;Si;Si;Ninguno;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 21 y 30 horas;DISE袿 INDUSTRIAL;126;155;110;151;169;142
M;Area Rural;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Educacion profesional incompleta;Secundaria (Bachillerato) completa;2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es agricultor, pesquero o jornalero;Menos de 10 horas;DISE袿 INDUSTRIAL;191;164;185;198;142;176
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Es vendedor o trabaja en atencion al publico;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;DISE袿 INDUSTRIAL;139;156;161;184;139;156
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;No;No;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Mas de 30 horas;DISE袿 INDUSTRIAL;118;156;141;139;152;141
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;147;118;133;147;167;142
F;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;;;;;;;;;DISE袿 INDUSTRIAL;157;131;154;106;167;143
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;DISE袿 INDUSTRIAL;154;134;156;76;163;137
M;Area Rural;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;172;167;99;154;197;158
M;Cabecera Municipal;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;;;;;;;DISE袿 INDUSTRIAL;145;192;170;166;147;164
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;1;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;143;155;91;148;159;139
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Educacion profesional completa;Tecnica o tecnologica completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Entre 11 y 20 horas;DISE袿 INDUSTRIAL;136;167;120;165;162;150
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;2;Si;Si;Ninguno;Pensionado;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;145;115;88;145;99;118
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;Si;No;Si;Repasa por cuenta propia;Educacion profesional completa;Tecnica o tecnologica completa;4;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atencion al publico;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;124;161;148;172;137;148
M;Cabecera Municipal;Menos de 500 mil;Si;No;No;Si;Repasa por cuenta propia;Ninguno;Ninguno;2;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;197;63;191;153;147;150
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;6;Si;Si;Es vendedor o trabaja en atencion al publico;Es agricultor, pesquero o jornalero;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;145;131;120;136;111;129
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Toma un curso de preparacion;Secundaria (Bachillerato) incompleta;Educacion profesional completa;2;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Mas de 30 horas;DISE袿 INDUSTRIAL;175;190;181;193;175;183
M;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;No;Repasa por cuenta propia;Educacion profesional completa;Educacion profesional completa;;Si;Si;Ninguno;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;207;201;181;187;164;188
F;Area Rural;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Tecnica o tecnologica completa;Tecnica o tecnologica completa;;;;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);;DISE袿 INDUSTRIAL;145;135;91;167;180;144
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Toma un curso de preparacion;Postgrado;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;147;131;141;167;140;145
M;Cabecera Municipal;Entre 1 millon y menos de 2.5 millones;No;No;No;Si;Repasa por cuenta propia;Primaria incompleta;Educacion profesional completa;4;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);Menos de 10 horas;DISE袿 INDUSTRIAL;183;152;149;163;126;155
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;0;DISE袿 INDUSTRIAL;99;140;143;144;148;135
F;Cabecera Municipal;Menos de 500 mil;Si;Si;Si;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;;;Trabaja en el hogar, no trabaja o estudia;Trabaja por cuenta propia (por ejemplo plomero, electricista);;DISE袿 INDUSTRIAL;144;167;148;141;139;148
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria incompleta;2;Si;Si;Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Trabaja en el hogar, no trabaja o estudia;0;DISE袿 INDUSTRIAL;143;149;152;147;131;144
F;Area Rural;Entre 1 millon y menos de 2.5 millones;No;No;Si;No;Toma un curso de preparacion;Educacion profesional completa;Educacion profesional completa;2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;DISE袿 INDUSTRIAL;128;181;163;214;94;156
M;Cabecera Municipal;;;;;;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;3;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DISE袿 INDUSTRIAL;162;147;181;142;166;160
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Educacion profesional completa;Educacion profesional incompleta;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;DISE袿 INDUSTRIAL;166;141;122;158;141;146
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;No realiza ninguna prueba de preparacion;Primaria completa;Primaria completa;2;Si;No;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DISE袿 INDUSTRIAL;168;163;95;145;137;142
M;Cabecera Municipal;Entre 1 millon y menos de 2.5 millones;No;No;Si;No;Toma un curso de preparacion;Postgrado;Educacion profesional completa;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;DISE袿 INDUSTRIAL;160;170;196;188;146;172
F;Cabecera Municipal;Entre 500 mil y menos de 1 millon;No;No;Si;Si;Repasa por cuenta propia;Educacion profesional completa;Postgrado;3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Entre 11 y 20 horas;DISE袿 INDUSTRIAL;173;185;166;167;132;165
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;;;;;;;;;DISE袿 INDUSTRIAL;200;184;130;166;106;157
F;Cabecera Municipal;Entre 1 millon y menos de 2.5 millones;No;No;Si;No;Repasa por cuenta propia;Postgrado;Educacion profesional completa;4;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;DISE袿 INDUSTRIAL;79;166;103;162;194;141
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Tecnica o tecnologica completa;Tecnica o tecnologica completa;2;Si;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Menos de 10 horas;DISE袿 INDUSTRIAL;120;120;120;124;169;131
M;Cabecera Municipal;Menos de 500 mil;No;No;No;Si;Toma un curso de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ADMINISTRACION DE EMPRESAS;171;183;91;179;140;153
M;Cabecera Municipal;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;Primaria incompleta;Primaria completa;1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;174;215;196;181;144;182
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;;Secundaria (Bachillerato) completa;2;Si;Si;;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;0;ADMINISTRACION DE EMPRESAS;184;180;175;151;206;179
F;Area Rural;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Primaria completa;Primaria completa;2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);No aplica;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;150;136;171;175;172;161
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica incompleta;2;No;No;Trabaja en el hogar, no trabaja o estudia;Es due駉 de un negocio grande, tiene un cargo de nivel directivo o gerencial;;ADMINISTRACION DE EMPRESAS;173;161;166;147;141;158
M;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Toma un curso de preparacion;Ninguno;Ninguno;4;Si;Si;Ninguno;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Menos de 10 horas;ADMINISTRACION DE EMPRESAS;182;197;179;181;130;174
F;Cabecera Municipal;Menos de 500 mil;Si;Si;No;No;Toma un curso de preparacion;Primaria completa;Primaria completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es operario de maquinas o conduce vehiculos (taxita, chofer);Entre 11 y 20 horas;ADMINISTRACION DE EMPRESAS;182;159;165;157;141;161
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;Toma un curso de preparacion;Primaria incompleta;Primaria incompleta;1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;ADMINISTRACION DE EMPRESAS;196;150;134;198;202;176
F;Cabecera Municipal;Menos de 500 mil;Si;No;No;No;No realiza ninguna prueba de preparacion;Educacion profesional incompleta;Secundaria (Bachillerato) completa;3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja por cuenta propia (por ejemplo plomero, electricista);0;ADMINISTRACION DE EMPRESAS;163;190;167;106;138;153
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;0;ADMINISTRACION DE EMPRESAS;192;168;147;151;128;157
F;Cabecera Municipal;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;Primaria completa;Primaria completa;1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;ADMINISTRACION DE EMPRESAS;189;167;143;162;170;166
